expression	gene	Subtype
3.12157910267499	CD86	high
3.17014940321788	CD86	high
3.25925741964778	CD86	high
3.25100703589592	CD86	high
3.3549316627335	CD86	high
3.15778750909149	CD86	high
3.2234843342668	CD86	high
2.82431980487674	CD86	high
3.33445386232368	CD86	high
3.30407290999278	CD86	high
2.83705515627302	CD86	high
3.01728056767068	CD86	high
3.14371993109492	CD86	high
3.03000052887744	CD86	high
2.84891833407306	CD86	high
3.25215827148696	CD86	high
3.18051390017729	CD86	high
3.17339931269124	CD86	high
3.32745743429415	CD86	high
3.38754176360556	CD86	high
3.1260973292319	CD86	high
3.29705932246819	CD86	high
2.77822960678476	CD86	high
3.21600468026895	CD86	high
3.24286160379934	CD86	high
3.28307723751377	CD86	high
2.864196051539	CD86	high
3.16311224434712	CD86	high
2.85239842028655	CD86	high
2.89799546429458	CD86	high
3.09582317468877	CD86	high
2.98048235553826	CD86	high
3.04682279650973	CD86	high
3.15003969277415	CD86	high
3.07831949042904	CD86	high
3.07407722258206	CD86	high
3.36622428253138	CD86	high
3.32681055996557	CD86	high
3.07748228869064	CD86	high
3.29639867049961	CD86	high
2.70900383297395	CD86	high
3.22498179481125	CD86	high
2.92838927455349	CD86	high
3.02469200818475	CD86	high
3.21292724467814	CD86	high
3.16269343221124	CD86	high
3.3215673760354	CD86	high
3.45249000921845	CD86	high
3.35550967403436	CD86	high
2.95050574083518	CD86	high
3.14327912189226	CD86	high
3.24298351610969	CD86	high
3.22766407255439	CD86	high
3.27923355081784	CD86	high
3.43290597313692	CD86	high
3.22849549060698	CD86	high
3.1827081861406	CD86	high
3.13751991791861	CD86	high
2.46234030539491	CD86	high
3.33628338786443	CD86	high
2.97515324410369	CD86	high
3.08309420267528	CD86	high
3.17509340476952	CD86	high
3.05373694804122	CD86	high
2.71083397892643	CD86	high
3.38384250813242	CD86	high
3.2460735986224	CD86	high
2.87381319835909	CD86	high
3.12733612657706	CD86	high
3.39036502899752	CD86	high
3.07030345063069	CD86	high
2.96860689563076	CD86	high
2.92472700803309	CD86	high
3.25356577157292	CD86	high
3.10096083299932	CD86	high
2.47679641897715	CD86	low
3.48288699529615	CD86	low
3.07157391235866	CD86	low
3.34023467027549	CD86	low
3.20055143392801	CD86	low
3.14128563637836	CD86	low
3.4231747515708	CD86	low
3.18348651445939	CD86	low
3.28738363845973	CD86	low
3.24587590979529	CD86	low
2.80465249184622	CD86	low
3.26755077924787	CD86	low
3.02369891726641	CD86	low
3.39146529410138	CD86	low
2.75369010284334	CD86	low
3.24452177363206	CD86	low
3.16124275834251	CD86	low
2.77673568699921	CD86	low
3.1644966804939	CD86	low
3.08837908591176	CD86	low
3.32097560180307	CD86	low
3.06096391306694	CD86	low
3.10339692449223	CD86	low
3.3722417160266	CD86	low
3.36843312446466	CD86	low
3.00554371109805	CD86	low
3.13887998490061	CD86	low
3.30865211105177	CD86	low
2.76449478255154	CD86	low
3.02059109477325	CD86	low
2.65278475490876	CD86	low
3.08564559875317	CD86	low
2.9789277763814	CD86	low
2.88473466285462	CD86	low
3.15807845649863	CD86	low
3.18367706148453	CD86	low
3.28682201973057	CD86	low
2.45101324294397	CD86	low
3.28600876310215	CD86	low
3.03878733050557	CD86	low
3.28129765190418	CD86	low
3.25259731671574	CD86	low
3.09535060260751	CD86	low
3.15190751173241	CD86	low
2.78203106625917	CD86	low
3.11892446606631	CD86	low
2.88600379018266	CD86	low
2.8901548165537	CD86	low
3.03171278008897	CD86	low
3.14588936093776	CD86	low
3.03335251700452	CD86	low
2.98746640159375	CD86	low
3.05521301091155	CD86	low
3.16669937923063	CD86	low
2.78899885210611	CD86	low
3.0381903265976	CD86	low
3.06281249240502	CD86	low
2.96587661419019	CD86	low
3.15987133677839	CD86	low
3.33763974046078	CD86	low
3.22746384477705	CD86	low
3.14587306160104	CD86	low
3.17122284303796	CD86	low
3.30929262305752	CD86	low
2.30742852519225	CD86	low
3.12689028206315	CD86	low
3.18178635655418	CD86	low
3.19698466352922	CD86	low
3.09688589623598	CD86	low
3.0516157208439	CD86	low
3.20210422851856	CD86	low
3.32485379723617	CD86	low
2.14619901335248	CD86	low
2.96012244131937	CD86	low
2.93253367488182	CD86	low
3.23708947216113	CD86	low
2.80171741109224	CD86	low
3.04481375142682	CD86	low
2.83376043065156	CD86	low
3.21735481368244	CD86	low
2.52014562688083	CD86	low
3.31961793420016	CD86	low
2.98948419536095	CD86	low
3.02005765234125	CD86	low
2.91362665827921	CD86	low
3.29248729162076	CD86	low
3.05194628100956	CD86	low
3.09815002109201	CD86	low
2.34766565630097	CD86	low
3.07368315361644	CD86	low
2.95843439508642	CD86	low
3.30629140835819	CD86	low
2.91561650361743	CD86	low
3.12051783412047	CD86	low
3.26238805391335	CD86	low
3.23944386977897	CD86	low
3.49171202591768	CD86	low
2.89965902637744	CD86	low
3.26165116017515	CD86	low
3.16705278409711	CD86	low
3.29275230617147	CD86	low
3.25256704202362	CD86	low
3.46110941506525	CD86	low
3.13346488779486	CD86	low
3.26522683780226	CD86	low
3.2039528536325	CD86	low
2.870029284821	CD86	low
3.15171272184845	CD86	low
3.18428029441938	CD86	low
3.08471061068351	CD86	low
2.51654471056628	CD86	low
3.14050055850844	CD86	low
2.97848853294951	CD86	low
2.62166509606494	CD86	low
3.29666296759196	CD86	low
2.8639780843587	CD86	low
2.82389199259756	CD86	low
2.43885172110143	CD86	low
3.22878791267338	CD86	low
2.94508326388049	CD86	low
3.0044115018931	CD86	low
2.57332604797551	CD86	low
2.90984989225327	CD86	low
3.01002786624069	CD86	low
3.00493278792953	CD86	low
3.204031132917	CD86	low
3.32813274906805	CD86	low
2.77755648230935	CD86	low
3.23201600431657	CD86	low
3.15163155163396	CD86	low
3.16448059003098	CD86	low
3.24348629552317	CD86	low
2.76805725613169	CD86	low
3.24153514179572	CD86	low
3.30655389949654	CD86	low
2.57946981684429	CD86	low
2.88127306142925	CD86	low
3.24738070434193	CD86	low
2.81487850442991	CD86	low
3.14264215961284	CD86	low
2.98493562852122	CD86	low
2.97302342513687	CD86	low
2.31405840885826	CD86	low
3.05104140995421	CD86	low
3.15270263091575	CD86	low
3.11184927556929	CD86	low
2.97706006750423	CD86	low
2.72106636873105	CD86	low
2.92303505374021	CD86	low
3.26720617276327	CD86	low
3.04171609179789	CD86	low
3.20820508950445	CD86	low
2.64122231119197	CD86	low
3.10374939697487	CD86	low
2.42379328188403	CTLA4	high
1.48202217465515	CTLA4	high
2.75510121893164	CTLA4	high
1.82395311640506	CTLA4	high
1.79152237769619	CTLA4	high
2.64975339940494	CTLA4	high
2.75943283874942	CTLA4	high
1.86923971877628	CTLA4	high
2.12984349813156	CTLA4	high
2.34871399273786	CTLA4	high
2.45238457602946	CTLA4	high
2.04875931191986	CTLA4	high
2.44368620967022	CTLA4	high
2.03245353722596	CTLA4	high
1.14084408264573	CTLA4	high
1.6887174918031	CTLA4	high
2.5013627089597	CTLA4	high
0.513995979367013	CTLA4	high
1.83919370809638	CTLA4	high
1.01941726095356	CTLA4	high
2.6156517047923	CTLA4	high
2.26276387515058	CTLA4	high
2.28356623896515	CTLA4	high
0	CTLA4	high
2.7945198406243	CTLA4	high
2.51782998480927	CTLA4	high
0	CTLA4	high
2.19159423299607	CTLA4	high
2.75127089189441	CTLA4	high
1.14925936549962	CTLA4	high
2.49587420940839	CTLA4	high
1.29007046960154	CTLA4	high
2.42883917681215	CTLA4	high
2.46375322458739	CTLA4	high
1.07491640205246	CTLA4	high
2.48088550264493	CTLA4	high
2.05457067503243	CTLA4	high
1.52957110757389	CTLA4	high
1.27232185276999	CTLA4	high
2.42274431315684	CTLA4	high
2.59531268889072	CTLA4	high
2.59917494553326	CTLA4	high
1.75762068877862	CTLA4	high
1.7530054281952	CTLA4	high
2.16304781962383	CTLA4	high
2.34630451613469	CTLA4	high
2.51800630566721	CTLA4	high
2.75281280489086	CTLA4	high
2.45285896471381	CTLA4	high
2.4635178341287	CTLA4	high
1.43082049651977	CTLA4	high
3.0208755167739	CTLA4	high
2.63205877682427	CTLA4	high
0	CTLA4	high
1.6489715630258	CTLA4	high
2.40446719676309	CTLA4	high
2.64526357344307	CTLA4	high
1.64011186949059	CTLA4	high
2.04316949486411	CTLA4	high
2.60074549796208	CTLA4	high
1.99826772637876	CTLA4	high
2.74631276642546	CTLA4	high
0	CTLA4	high
2.36957815383604	CTLA4	high
3.00900670479347	CTLA4	high
0.700972307222716	CTLA4	high
2.81025799923567	CTLA4	high
0.610416597148905	CTLA4	high
2.13037081100218	CTLA4	high
0.441377238922713	CTLA4	high
2.2969272162748	CTLA4	high
1.21032651672652	CTLA4	high
2.421209831764	CTLA4	high
2.35504446361246	CTLA4	high
2.55932049064478	CTLA4	high
2.06015117094676	CTLA4	high
2.71147288060346	CTLA4	high
0.911116306378219	CTLA4	high
1.95471744800826	CTLA4	high
1.82785966334187	CTLA4	high
2.53099461041718	CTLA4	high
2.60153013348857	CTLA4	high
2.91500453577585	CTLA4	high
2.6277468988104	CTLA4	high
2.69177980415252	CTLA4	high
0.654893757473323	CTLA4	high
2.73307228243384	CTLA4	high
2.84442582774369	CTLA4	high
2.47863535261039	CTLA4	high
1.98130469036327	CTLA4	high
2.68912021051819	CTLA4	high
1.20864210901517	CTLA4	high
2.1597906243086	CTLA4	high
2.48622524095587	CTLA4	high
2.6789282510906	CTLA4	high
1.85531202945426	CTLA4	high
2.39124530819936	CTLA4	high
2.61668704183111	CTLA4	high
2.30313778384227	CTLA4	high
2.22227906227264	CTLA4	high
0.765110361879585	CTLA4	high
2.53774334504851	CTLA4	high
1.67188210745848	CTLA4	high
2.42583523736324	CTLA4	high
1.4867143730307	CTLA4	high
2.3875555490503	CTLA4	high
1.5819296555321	CTLA4	high
1.98141429959997	CTLA4	high
1.63580081675896	CTLA4	high
0	CTLA4	high
2.12369930059537	CTLA4	high
2.16330550125718	CTLA4	high
2.16767906186135	CTLA4	high
2.4118329633087	CTLA4	high
2.76693433009685	CTLA4	high
2.69454593901365	CTLA4	high
2.36535659703048	CTLA4	high
2.46772291710875	CTLA4	high
0.453333197460388	CTLA4	high
2.35957739283328	CTLA4	high
1.6144742828377	CTLA4	high
2.71224359222011	CTLA4	high
2.48884916547239	CTLA4	high
1.75189213840431	CTLA4	high
2.7370810051531	CTLA4	high
2.19377174339668	CTLA4	high
2.82842848532098	CTLA4	high
2.24208417055001	CTLA4	high
2.32478180682489	CTLA4	high
2.59798399378995	CTLA4	high
2.81876877314401	CTLA4	high
2.69488019279919	CTLA4	high
2.48558139335872	CTLA4	high
2.42891955352646	CTLA4	high
2.08031656036671	CTLA4	high
1.91766088796101	CTLA4	high
0.909657914310377	CTLA4	high
2.8837381037977	CTLA4	high
2.29337048420475	CTLA4	high
1.94369632732644	CTLA4	high
2.45125068235363	CTLA4	high
2.473111504737	CTLA4	high
1.51288423140841	CTLA4	high
3.0689287187862	CTLA4	high
2.44135067753525	CTLA4	high
1.18859082369405	CTLA4	high
2.40130279234911	CTLA4	high
2.66961642598132	CTLA4	high
2.24947568135652	CTLA4	high
1.57477969393804	CTLA4	high
1.86052585226219	CTLA4	high
2.23643138864524	CTLA4	high
2.3062039006979	CTLA4	high
0.614568511964209	CTLA4	low
2.5498909172258	CTLA4	low
2.2935764847005	CTLA4	low
2.77772479287386	CTLA4	low
2.45937915604558	CTLA4	low
1.98203526135794	CTLA4	low
2.58731698031928	CTLA4	low
2.62685961809954	CTLA4	low
2.76525891064944	CTLA4	low
2.84120830798931	CTLA4	low
2.21278720514581	CTLA4	low
2.45659590512621	CTLA4	low
2.34218492214361	CTLA4	low
2.84941886317627	CTLA4	low
1.30847737659496	CTLA4	low
2.23124806595894	CTLA4	low
2.44044729927098	CTLA4	low
1.93960272035604	CTLA4	low
2.54929951747062	CTLA4	low
2.29848236641607	CTLA4	low
2.45877569908024	CTLA4	low
2.24589111758991	CTLA4	low
1.11696353718266	CTLA4	low
2.7418768153744	CTLA4	low
2.71841642832791	CTLA4	low
1.83858877914253	CTLA4	low
2.17411874573536	CTLA4	low
2.69148949874663	CTLA4	low
1.22051569764842	CTLA4	low
2.39069519664444	CTLA4	low
0.72194131268466	CTLA4	low
2.08630822330885	CTLA4	low
1.15568447830549	CTLA4	low
2.12888725202637	CTLA4	low
2.25432192484499	CTLA4	low
2.4332265482899	CTLA4	low
2.46902635314198	CTLA4	low
2.60535209597926	CTLA4	low
2.61360237152978	CTLA4	low
2.60259940377065	CTLA4	low
1.83361877072556	CTLA4	low
2.69935173789694	CTLA4	low
2.25607467563393	CTLA4	low
1.80190361467866	CTLA4	low
1.10915993896111	CTLA4	low
2.41513668115357	CTLA4	low
0	CTLA4	low
2.1816750614149	CTLA4	low
2.31327487956477	CTLA4	low
1.41462266481928	CTLA4	low
1.53908434750684	CTLA4	low
2.20009625823558	CTLA4	low
2.17555653643184	CTLA4	low
2.58916423669977	CTLA4	low
1.3310172360181	CTLA4	low
1.74273923285585	CTLA4	low
0.542010355536609	CTLA4	low
2.16485062528284	CTLA4	low
2.60956586786181	CTLA4	low
2.28694027342252	CTLA4	low
2.42816919665722	CTLA4	low
2.2817575885203	CTLA4	low
2.31173560197927	CTLA4	low
2.56975841297	CTLA4	low
0.620774065894505	CTLA4	low
2.24783639298454	CTLA4	low
2.90977310414164	CTLA4	low
2.15552257965747	CTLA4	low
2.83102596211392	CTLA4	low
2.06781078378962	CTLA4	low
2.33187716036905	CTLA4	low
2.54720302475693	CTLA4	low
0	CTLA4	low
2.292369491748	CTLA4	low
2.2216915135109	CTLA4	low
2.41218535915671	CTLA4	low
1.51222688651396	CTLA4	low
1.72761555094097	CTLA4	low
2.08753073118428	CTLA4	low
2.05980518431724	CTLA4	low
0	CTLA4	low
2.71323390255378	CTLA4	low
2.60843078122506	CTLA4	low
1.82574493027468	CTLA4	low
2.52125179536981	CTLA4	low
2.44511750745817	CTLA4	low
2.39412995747549	CTLA4	low
1.91575033698668	CTLA4	low
0.423954594014897	CTLA4	low
1.58057967511261	CTLA4	low
2.27002054575232	CTLA4	low
2.52145282582243	CTLA4	low
1.78659636189081	CTLA4	low
1.72626448834641	CTLA4	low
2.51548538898516	CTLA4	low
2.26807502253432	CTLA4	low
3.21589599390426	CTLA4	low
0.974896363762007	CTLA4	low
2.84044309138979	CTLA4	low
2.28181692450126	CTLA4	low
2.81469396806577	CTLA4	low
2.80791128285355	CTLA4	low
2.46495573193904	CTLA4	low
2.06236352270694	CTLA4	low
2.88268217276467	CTLA4	low
2.01417673056074	CTLA4	low
1.81709110163179	CTLA4	low
1.80070321418517	CTLA4	low
2.29918603429535	CTLA4	low
2.25734258096177	CTLA4	low
0	CTLA4	low
2.45727908647152	CTLA4	low
2.30710789066689	CTLA4	low
1.63031227111788	CTLA4	low
3.01262230429211	CTLA4	low
1.89863403471697	CTLA4	low
1.89258531519265	CTLA4	low
0.727702672837238	CTLA4	low
2.36971772941357	CTLA4	low
1.66348125331005	CTLA4	low
2.47555186690754	CTLA4	low
0.554637963864358	CTLA4	low
1.02856915219677	CTLA4	low
2.18703924914499	CTLA4	low
1.66775590841037	CTLA4	low
1.96720550463218	CTLA4	low
2.64890255711667	CTLA4	low
2.21415589758334	CTLA4	low
2.54777061173928	CTLA4	low
2.62082097594152	CTLA4	low
2.00014426229109	CTLA4	low
2.65429804747291	CTLA4	low
1.6877773773963	CTLA4	low
2.82122039100069	CTLA4	low
2.42107515023766	CTLA4	low
2.26846433712286	CTLA4	low
2.15914476194039	CTLA4	low
2.75182788392828	CTLA4	low
1.25544030486544	CTLA4	low
2.88354261931333	CTLA4	low
1.20570529240357	CTLA4	low
2.52549262047696	CTLA4	low
0.972545620265767	CTLA4	low
2.66257011582815	CTLA4	low
1.90095372924753	CTLA4	low
2.35340798701574	CTLA4	low
2.23985625819448	CTLA4	low
1.77551415275343	CTLA4	low
1.27947129564447	CTLA4	low
2.2897164484863	CTLA4	low
2.11490002395719	CTLA4	low
2.44974623902101	CTLA4	low
0.996533370280221	CTLA4	low
2.28841762731172	CTLA4	low
2.55581615506164	PDCD1	high
2.82653831847946	PDCD1	high
2.73465543347901	PDCD1	high
2.6383750914369	PDCD1	high
2.80943502461751	PDCD1	high
3.06243260406305	PDCD1	high
2.89293496997275	PDCD1	high
1.91061754866369	PDCD1	high
2.80033047292464	PDCD1	high
2.52240733811552	PDCD1	high
2.22422553993839	PDCD1	high
2.18431203653533	PDCD1	high
2.53940699535789	PDCD1	high
2.38813441881415	PDCD1	high
1.66170400190173	PDCD1	high
3.00809242094872	PDCD1	high
2.415839775283	PDCD1	high
1.17120682741814	PDCD1	high
2.44166938191405	PDCD1	high
2.65971909669403	PDCD1	high
2.63440740203982	PDCD1	high
2.48550411233446	PDCD1	high
2.66323074786037	PDCD1	high
2.98256469408647	PDCD1	high
2.90823648299689	PDCD1	high
2.58810895126713	PDCD1	high
2.1627900919574	PDCD1	high
2.33933695343367	PDCD1	high
2.88725230261443	PDCD1	high
2.30503662441683	PDCD1	high
2.59072177000984	PDCD1	high
1.80953792212202	PDCD1	high
2.4617118968661	PDCD1	high
2.68994766834251	PDCD1	high
1.91015700383547	PDCD1	high
2.8344685217103	PDCD1	high
2.05457067503243	PDCD1	high
2.5235368654903	PDCD1	high
2.74342879584595	PDCD1	high
2.57698159879444	PDCD1	high
2.58103784578675	PDCD1	high
2.52914628203026	PDCD1	high
2.74140226591959	PDCD1	high
2.23137096356877	PDCD1	high
2.10447085776292	PDCD1	high
2.48720333932614	PDCD1	high
2.4093909361377	PDCD1	high
2.80570518483851	PDCD1	high
2.49592536155138	PDCD1	high
2.91823356022631	PDCD1	high
1.84579110371371	PDCD1	high
2.91586504142251	PDCD1	high
2.15659077513923	PDCD1	high
1.87286814998801	PDCD1	high
1.52356195605701	PDCD1	high
2.48318375453629	PDCD1	high
2.72752842378323	PDCD1	high
2.47222780298904	PDCD1	high
2.29495886963256	PDCD1	high
3.09843640213574	PDCD1	high
2.11623166060415	PDCD1	high
2.69169048563396	PDCD1	high
1.24214516084958	PDCD1	high
2.93073733756289	PDCD1	high
3.15970990732305	PDCD1	high
1.77302576520969	PDCD1	high
3.02989454966334	PDCD1	high
2.21372054536698	PDCD1	high
2.20929739016624	PDCD1	high
1.92189328959412	PDCD1	high
2.434748308238	PDCD1	high
1.92444198619348	PDCD1	high
2.75328361646088	PDCD1	high
2.4112906477151	PDCD1	high
2.7105254423386	PDCD1	high
1.86481014556734	PDCD1	high
2.59136825140521	PDCD1	high
1.80405355896735	PDCD1	high
2.67811698862824	PDCD1	high
1.52947115987626	PDCD1	high
2.80022691659247	PDCD1	high
3.14911300713633	PDCD1	high
2.95373084981149	PDCD1	high
2.8674813824252	PDCD1	high
2.86389881540039	PDCD1	high
1.854993016757	PDCD1	high
2.78289078063622	PDCD1	high
2.88186035842123	PDCD1	high
2.23106369991227	PDCD1	high
2.50031767483052	PDCD1	high
2.65844001040012	PDCD1	high
2.06001278625172	PDCD1	high
2.34959174255675	PDCD1	high
2.7182410539932	PDCD1	high
2.58988330717863	PDCD1	high
1.69795169946921	PDCD1	high
2.24208417055001	PDCD1	high
2.56149722101982	PDCD1	high
2.22989550083389	PDCD1	high
2.35583382291197	PDCD1	high
1.23633953916837	PDCD1	high
2.51961738368386	PDCD1	high
2.41654252692803	PDCD1	high
2.46566108494142	PDCD1	high
2.90708294212449	PDCD1	high
2.5392084513737	PDCD1	high
2.48065289118484	PDCD1	high
2.18189764310839	PDCD1	high
2.16771117134246	PDCD1	high
2.03878733050557	PDCD1	high
2.36689568082899	PDCD1	high
2.14149818813431	PDCD1	high
2.27250102132207	PDCD1	high
2.79829941264165	PDCD1	high
2.98247342644168	PDCD1	high
2.78523666080553	PDCD1	high
2.47705556557857	PDCD1	high
2.54141571581909	PDCD1	high
1.83774145224934	PDCD1	high
2.49259669410646	PDCD1	high
2.07399156457159	PDCD1	high
2.77148418731229	PDCD1	high
2.30900151648842	PDCD1	high
2.2489901604413	PDCD1	high
2.86635413008952	PDCD1	high
3.01715582949228	PDCD1	high
3.17303146387802	PDCD1	high
2.52182968243578	PDCD1	high
2.18900218599396	PDCD1	high
2.61091262432962	PDCD1	high
2.88009774972197	PDCD1	high
2.78966666021149	PDCD1	high
2.99826772637876	PDCD1	high
2.49618109506517	PDCD1	high
2.0358702024938	PDCD1	high
2.40702637415934	PDCD1	high
2.49310929694398	PDCD1	high
2.67348858407034	PDCD1	high
2.4828998991412	PDCD1	high
2.24579986841744	PDCD1	high
2.72167888520947	PDCD1	high
2.37726259663846	PDCD1	high
1.67807190511264	PDCD1	high
3.31524739948158	PDCD1	high
2.59115278979323	PDCD1	high
2.31530537396586	PDCD1	high
2.42104821242356	PDCD1	high
2.83733778827332	PDCD1	high
2.25945328344214	PDCD1	high
2.03051265202529	PDCD1	high
2.21701351997353	PDCD1	high
2.3305584000308	PDCD1	high
2.3519957399073	PDCD1	high
1.42728434617368	PDCD1	low
2.50278885068731	PDCD1	low
2.45467601097654	PDCD1	low
2.91130809036533	PDCD1	low
2.68739668066549	PDCD1	low
2.18364530539466	PDCD1	low
2.73283357474093	PDCD1	low
2.63512750101653	PDCD1	low
2.9161326496455	PDCD1	low
2.587893002303	PDCD1	low
2.28409950612804	PDCD1	low
2.51156924197247	PDCD1	low
2.79206404720049	PDCD1	low
2.80271021929134	PDCD1	low
2.44794940991625	PDCD1	low
1.95709739706373	PDCD1	low
2.74176897693143	PDCD1	low
2.21026416631309	PDCD1	low
2.49819979777293	PDCD1	low
2.25353551719705	PDCD1	low
2.65326642929114	PDCD1	low
2.17043786850811	PDCD1	low
2.15633189127672	PDCD1	low
2.6927396291484	PDCD1	low
3.00455532375177	PDCD1	low
1.99682257445898	PDCD1	low
2.77930175020562	PDCD1	low
3.02671154773039	PDCD1	low
1.22051569764842	PDCD1	low
2.66757426597502	PDCD1	low
0.444667066841908	PDCD1	low
2.52265842063428	PDCD1	low
1.93190993752171	PDCD1	low
1.88970715843979	PDCD1	low
2.66334461936608	PDCD1	low
2.13878170978737	PDCD1	low
2.48720333932614	PDCD1	low
2.75187072056361	PDCD1	low
2.66873184487156	PDCD1	low
2.35501626421955	PDCD1	low
2.34030589372353	PDCD1	low
2.94219543505771	PDCD1	low
2.24232811627952	PDCD1	low
2.00547185121006	PDCD1	low
2.19962523565773	PDCD1	low
2.96502695956514	PDCD1	low
1.54789397067095	PDCD1	low
2.19345636574959	PDCD1	low
2.26654669612904	PDCD1	low
2.07406009138683	PDCD1	low
1.93700533781153	PDCD1	low
2.41069386501067	PDCD1	low
2.07162539397377	PDCD1	low
2.55907570883265	PDCD1	low
1.96661503777171	PDCD1	low
1.99656952397319	PDCD1	low
1.7862617851173	PDCD1	low
2.34158731488686	PDCD1	low
2.52939619455876	PDCD1	low
2.26342508283891	PDCD1	low
2.5183337015285	PDCD1	low
2.98442529485226	PDCD1	low
2.54406493046402	PDCD1	low
2.84060422335409	PDCD1	low
0.620774065894505	PDCD1	low
2.60038870433076	PDCD1	low
3.05559480481865	PDCD1	low
2.62732667596916	PDCD1	low
2.84110764478056	PDCD1	low
2.43301283943629	PDCD1	low
2.56542657682729	PDCD1	low
3.02550725035524	PDCD1	low
0	PDCD1	low
2.73315907543968	PDCD1	low
2.24269395754962	PDCD1	low
2.83141112677391	PDCD1	low
2.34942189716765	PDCD1	low
2.00880955531959	PDCD1	low
1.20376496601866	PDCD1	low
2.48902906385044	PDCD1	low
1.1878944047908	PDCD1	low
2.90817882785361	PDCD1	low
3.05807400545816	PDCD1	low
0.982655955957848	PDCD1	low
2.38860285761182	PDCD1	low
2.65526022601937	PDCD1	low
2.50553529205146	PDCD1	low
2.10805602756647	PDCD1	low
1.91911121643113	PDCD1	low
2.62622885003042	PDCD1	low
2.90021956277857	PDCD1	low
2.96310415473555	PDCD1	low
1.94785314338702	PDCD1	low
2.02934686633434	PDCD1	low
2.58009723294623	PDCD1	low
2.36885214307742	PDCD1	low
3.23431736981616	PDCD1	low
1.7077014726757	PDCD1	low
2.98520894731755	PDCD1	low
2.47186376840765	PDCD1	low
3.11776152478036	PDCD1	low
3.00667503245595	PDCD1	low
2.87848994035249	PDCD1	low
2.17376706773671	PDCD1	low
2.99541215618296	PDCD1	low
2.08657998126414	PDCD1	low
2.36168415297103	PDCD1	low
2.50672887183635	PDCD1	low
2.07850736692113	PDCD1	low
2.50469665620493	PDCD1	low
0	PDCD1	low
2.30091442695677	PDCD1	low
2.07378596459392	PDCD1	low
2.08263447180901	PDCD1	low
2.7850482934589	PDCD1	low
2.19537909787006	PDCD1	low
2.03227720097433	PDCD1	low
2.10795563008739	PDCD1	low
2.65296826887464	PDCD1	low
2.18814768692643	PDCD1	low
2.99102744700066	PDCD1	low
2.12187744384922	PDCD1	low
2.8293421939028	PDCD1	low
2.01038599727244	PDCD1	low
2.45486022120591	PDCD1	low
2.34684345435114	PDCD1	low
2.32334124369756	PDCD1	low
2.137536311901	PDCD1	low
2.6035492013894	PDCD1	low
2.72905238989386	PDCD1	low
2.58289315444318	PDCD1	low
3.00814621839343	PDCD1	low
2.32417694550338	PDCD1	low
2.77696724065365	PDCD1	low
2.43090076292786	PDCD1	low
2.14691584808727	PDCD1	low
2.77080790748875	PDCD1	low
3.07802908771778	PDCD1	low
1.7691793088134	PDCD1	low
2.98086617012153	PDCD1	low
2.22546003711798	PDCD1	low
2.41148048136268	PDCD1	low
1.5573365626837	PDCD1	low
2.83751945103955	PDCD1	low
1.92288287071887	PDCD1	low
1.90130136195475	PDCD1	low
2.32492578405532	PDCD1	low
2.26065801413646	PDCD1	low
2.64784405298789	PDCD1	low
2.68329221852398	PDCD1	low
2.41115503695776	PDCD1	low
2.9732990098282	PDCD1	low
1.26843439357638	PDCD1	low
2.2977490138994	PDCD1	low
2.83842742190706	PDCD1LG2	high
2.28741319128486	PDCD1LG2	high
2.83513583225559	PDCD1LG2	high
2.21325395073353	PDCD1LG2	high
2.02566670038848	PDCD1LG2	high
2.96941760550904	PDCD1LG2	high
2.88717430223374	PDCD1LG2	high
2.30678718486566	PDCD1LG2	high
2.4218561281309	PDCD1LG2	high
2.8283675508352	PDCD1LG2	high
2.89305150273685	PDCD1LG2	high
2.51735129096901	PDCD1LG2	high
3.01681720006082	PDCD1LG2	high
2.75067081373099	PDCD1LG2	high
2.3048322539324	PDCD1LG2	high
2.36759472196103	PDCD1LG2	high
2.80454924529447	PDCD1LG2	high
1.99400035769387	PDCD1LG2	high
2.7895623355695	PDCD1LG2	high
1.6833820584867	PDCD1LG2	high
3.03894531960791	PDCD1LG2	high
2.58969159009181	PDCD1LG2	high
2.64579387007999	PDCD1LG2	high
2.13930576638392	PDCD1LG2	high
3.11368383207399	PDCD1LG2	high
2.76266772550231	PDCD1LG2	high
2.15081959821213	PDCD1LG2	high
2.78257631041223	PDCD1LG2	high
2.96439863220318	PDCD1LG2	high
1.60107842575911	PDCD1LG2	high
2.80221390059343	PDCD1LG2	high
2.11689701828826	PDCD1LG2	high
2.6666657105946	PDCD1LG2	high
2.89615557588503	PDCD1LG2	high
1.59788867516543	PDCD1LG2	high
2.67976157351685	PDCD1LG2	high
2.71384975274752	PDCD1LG2	high
2.35154352870457	PDCD1LG2	high
2.35312564816774	PDCD1LG2	high
2.92844612766338	PDCD1LG2	high
2.76744293318947	PDCD1LG2	high
2.87349825101496	PDCD1LG2	high
2.45764681939244	PDCD1LG2	high
2.63080150587439	PDCD1LG2	high
2.85644793924822	PDCD1LG2	high
3.05667022618442	PDCD1LG2	high
2.94232682548456	PDCD1LG2	high
3.02153302796676	PDCD1LG2	high
2.7867427148337	PDCD1LG2	high
3.0615515688962	PDCD1LG2	high
2.50596712639948	PDCD1LG2	high
3.22162965235098	PDCD1LG2	high
3.06298513586133	PDCD1LG2	high
1.58477012855728	PDCD1LG2	high
