id	TCGA-30-1857-01	TCGA-25-1631-01	TCGA-24-2262-01	TCGA-23-1809-01	TCGA-04-1519-01	TCGA-VG-A8LO-01	TCGA-24-2261-01	TCGA-24-2288-01	TCGA-25-1312-01	TCGA-25-2392-01	TCGA-61-2016-01	TCGA-57-1585-01	TCGA-61-1995-01	TCGA-25-1317-01	TCGA-59-2355-01	TCGA-31-1959-01	TCGA-61-1740-01	TCGA-30-1855-01	TCGA-20-1687-01	TCGA-25-2401-01	TCGA-25-1322-01	TCGA-25-2396-01	TCGA-09-1673-01	TCGA-23-1111-01	TCGA-24-1843-01	TCGA-24-1844-01	TCGA-61-2003-01	TCGA-23-1120-01	TCGA-24-1846-01	TCGA-09-2048-01	TCGA-61-2088-01	TCGA-24-1427-01	TCGA-24-2019-01	TCGA-29-1784-01	TCGA-59-2363-01	TCGA-61-1998-01	TCGA-24-1850-01	TCGA-61-1900-01	TCGA-24-1849-01	TCGA-24-1425-01	TCGA-24-1424-01	TCGA-30-1862-01	TCGA-09-2044-01	TCGA-24-1423-01	TCGA-24-1413-01	TCGA-24-1416-01	TCGA-61-2102-01	TCGA-31-1953-01	TCGA-29-1783-01	TCGA-24-1417-01	TCGA-24-1419-01	TCGA-24-1418-01	TCGA-24-1842-01	TCGA-29-1781-01	TCGA-09-1674-01	TCGA-24-1436-01	TCGA-36-1575-01	TCGA-23-1029-01	TCGA-24-1469-01	TCGA-59-2352-01	TCGA-09-1659-01	TCGA-WR-A838-01	TCGA-24-1928-01	TCGA-61-1721-01	TCGA-24-1847-01	TCGA-57-1583-01	TCGA-29-1776-01	TCGA-5X-AA5U-01	TCGA-25-2397-01	TCGA-09-2056-01	TCGA-25-1627-01	TCGA-25-1323-01	TCGA-25-2042-01	TCGA-3P-A9WA-01	TCGA-61-2000-01	TCGA-13-1512-01	TCGA-29-1778-01	TCGA-25-1870-01	TCGA-25-1329-01	TCGA-61-1918-01	TCGA-24-1548-01	TCGA-24-2293-01	TCGA-20-1685-01	TCGA-29-1701-01	TCGA-25-1626-01	TCGA-24-1567-01	TCGA-29-1761-01	TCGA-24-1428-01	TCGA-13-1411-01	TCGA-13-0730-01	TCGA-09-1670-01	TCGA-61-2002-01	TCGA-09-0367-01	TCGA-29-1705-01	TCGA-24-2033-01	TCGA-10-0928-01	TCGA-25-1623-01	TCGA-24-1434-01	TCGA-31-1950-01	TCGA-OY-A56Q-01	TCGA-20-1684-01	TCGA-24-1558-01	TCGA-25-2399-01	TCGA-59-A5PD-01	TCGA-25-1628-01	TCGA-61-2109-01	TCGA-61-1724-01	TCGA-09-2054-01	TCGA-57-1584-01	TCGA-36-1570-01	TCGA-24-0975-01	TCGA-61-2113-01	TCGA-24-1474-01	TCGA-59-2350-01	TCGA-31-1951-01	TCGA-36-1574-01	TCGA-36-1571-01	TCGA-29-1702-01	TCGA-57-1582-01	TCGA-36-1580-01	TCGA-29-1770-01	TCGA-29-1770-02	TCGA-36-1581-01	TCGA-25-1871-01	TCGA-57-1994-01	TCGA-57-1993-01	TCGA-20-1683-01	TCGA-36-1577-01	TCGA-24-1564-01	TCGA-23-1026-01	TCGA-25-1313-01	TCGA-24-1544-01	TCGA-25-2409-01	TCGA-20-1682-01	TCGA-25-1625-01	TCGA-36-1578-01	TCGA-61-1728-01	TCGA-24-2035-01	TCGA-24-1430-01	TCGA-13-1405-01	TCGA-36-1568-01	TCGA-25-2404-01	TCGA-36-1569-01	TCGA-09-0364-01	TCGA-30-1891-01	TCGA-36-1576-01	TCGA-31-1946-01	TCGA-24-1924-01	TCGA-09-1669-01	TCGA-61-2008-01	TCGA-61-2012-01	TCGA-61-2008-02	TCGA-29-1697-01	TCGA-29-1710-01	TCGA-61-1907-01	TCGA-61-1725-01	TCGA-24-2271-01	TCGA-61-1733-01	TCGA-23-1027-01	TCGA-29-A5NZ-01	TCGA-25-1314-01	TCGA-23-1123-01	TCGA-61-1741-01	TCGA-04-1364-01	TCGA-29-1696-01	TCGA-25-1321-01	TCGA-25-1324-01	TCGA-13-1506-01	TCGA-59-2354-01	TCGA-29-1711-01	TCGA-30-1861-01	TCGA-24-2026-01	TCGA-25-1318-01	TCGA-09-2045-01	TCGA-09-0369-01	TCGA-61-1738-01	TCGA-25-1634-01	TCGA-24-2290-01	TCGA-29-1785-01	TCGA-29-1699-01	TCGA-10-0936-01	TCGA-61-1910-01	TCGA-25-1320-01	TCGA-25-2393-01	TCGA-61-1919-01	TCGA-25-1630-01	TCGA-24-1616-01	TCGA-29-1694-01	TCGA-23-1122-01	TCGA-OY-A56P-01	TCGA-61-2009-01	TCGA-24-1557-01	TCGA-29-1695-01	TCGA-23-1023-01	TCGA-25-1326-01	TCGA-24-1550-01	TCGA-24-1552-01	TCGA-25-2400-01	TCGA-25-1316-01	TCGA-13-0893-01	TCGA-61-1917-01	TCGA-24-1435-01	TCGA-61-1743-01	TCGA-24-1560-01	TCGA-31-1956-01	TCGA-04-1362-01	TCGA-24-2038-01	TCGA-61-2110-01	TCGA-24-2281-01	TCGA-61-1737-01	TCGA-24-2023-01	TCGA-30-1860-01	TCGA-25-2398-01	TCGA-29-2428-01	TCGA-24-1562-01	TCGA-31-1944-01	TCGA-13-0801-01	TCGA-24-2267-01	TCGA-29-1690-01	TCGA-24-1563-01	TCGA-29-1691-01	TCGA-04-1348-01	TCGA-61-1736-01	TCGA-13-0920-01	TCGA-25-2391-01	TCGA-23-2084-01	TCGA-23-1109-01	TCGA-61-2092-01	TCGA-24-1551-01	TCGA-30-1718-01	TCGA-25-1315-01	TCGA-25-1635-01	TCGA-24-2298-01	TCGA-24-1103-01	TCGA-13-1511-01	TCGA-09-1668-01	TCGA-61-2101-01	TCGA-24-2297-01	TCGA-04-1514-01	TCGA-24-1549-01	TCGA-61-1914-01	TCGA-24-2254-01	TCGA-24-1545-01	TCGA-09-1666-01	TCGA-09-0366-01	TCGA-24-1553-01	TCGA-24-2024-01	TCGA-13-0916-01	TCGA-25-1632-01	TCGA-29-1703-01	TCGA-61-2097-01	TCGA-61-2095-01	TCGA-09-1667-01	TCGA-25-1633-01	TCGA-29-2427-01	TCGA-09-2051-01	TCGA-24-2036-01	TCGA-24-1546-01	TCGA-29-2425-01	TCGA-25-1319-01	TCGA-61-2098-01	TCGA-13-1507-01	TCGA-13-1505-01	TCGA-25-1328-01	TCGA-13-0899-01	TCGA-13-1498-01	TCGA-29-1763-01	TCGA-24-2289-01	TCGA-29-1698-01	TCGA-23-1114-01	TCGA-13-A5FT-01	TCGA-24-1556-01	TCGA-61-2094-01	TCGA-13-0897-01	TCGA-24-1463-01	TCGA-04-1365-01	TCGA-61-2104-01	TCGA-23-2081-01	TCGA-13-1403-01	TCGA-13-2060-01	TCGA-29-1688-01	TCGA-13-1410-01	TCGA-24-1930-01	TCGA-13-0799-01	TCGA-13-1489-02	TCGA-13-0924-01	TCGA-29-2414-01	TCGA-29-2414-02	TCGA-29-1762-01	TCGA-13-1481-01	TCGA-13-0800-01	TCGA-23-2078-01	TCGA-24-1604-01	TCGA-24-1555-01	TCGA-09-1662-01	TCGA-24-1603-01	TCGA-29-1693-01	TCGA-24-1467-01	TCGA-13-0913-01	TCGA-24-2027-01	TCGA-23-2077-01	TCGA-59-2351-01	TCGA-61-2111-01	TCGA-13-1497-01	TCGA-13-0890-01	TCGA-24-2020-01	TCGA-59-2348-01
ALKBH1	7.8701	7.8784	8.2757	7.7203	8.6252	7.8932	8.6225	8.3289	8.2998	8.1503	8.6427	7.8371	8.2827	8.2862	8.591	8.8349	8.6416	8.7851	7.7648	8.4743	8.2522	7.5931	7.3515	7.5841	8.5325	9.2616	8.1207	8.2818	8.5639	7.7894	7.7152	7.3956	8.0867	8.9573	9.0673	8.4678	8.3925	9.2443	8.1902	7.9014	7.8002	8.0238	9.0215	7.1145	8.2846	7.984	8.5049	7.7296	8.0788	7.9321	8.6352	8.1527	8.289	9.1069	8.2407	8.037	8.0004	8.1278	7.3595	8.549	8.5607	9.0363	7.9707	8.2057	7.5891	8.6096	8.8462	7.5218	6.7531	8.126	8.054	8.4967	7.4907	8.0029	8.6762	8.9914	7.8715	8.0234	8.4224	8.0837	7.4406	8.0131	8.0358	9.0327	7.5238	8.8815	9.1175	8.1614	7.6579	8.2753	7.6454	8.0593	8.0307	8.3775	7.8527	8.2837	7.8241	8.149	7.4148	6.8112	8.8871	8.0878	8.3219	7.7879	8.0409	7.1168	7.7627	9.0045	7.9254	8.7614	7.4972	8.5463	8.1629	8.585	9.0279	7.675	7.4603	8.4618	8.2177	8.2706	8.2048	7.6359	8.7861	8.0941	8.1059	8.1468	8.5032	9.6204	7.6712	8.1984	8.4448	8.1579	8.1175	8.062	7.5638	8.6122	8.4458	7.998	8.2469	7.4858	8.2738	7.769	8.1173	8.1759	7.8544	7.988	7.3356	8.1947	9.2609	8.2723	8.7532	7.5515	8.6473	8.0654	8.2173	7.9785	8.1505	8.113	8.4402	7.6963	8.642	8.0847	7.6093	7.9798	8.7656	7.4284	7.415	8.7669	8.3342	8.7084	7.8747	7.85	8.0525	8.4832	8.3721	8.8479	7.5778	8.5457	7.8693	8.7245	8.0933	8.1017	7.8821	8.2222	8.7125	7.8023	8.0339	7.4052	8.2981	7.455	8.185	7.9151	7.8403	8.14495	8.5005	8.6318	7.9535	8.154	8.5668	7.9171	7.6937	8.4234	8.1723	8.4163	8.2781	7.8966	7.9372	8.733	8.3209	8.8489	8.3438	9.0982	7.8228	9.0655	8.3428	7.3045	8.3205	8.2448	8.2546	8.1708	8.4857	7.9216	8.2148	8.9164	8.0079	8.1478	8.0495	8.0377	7.2558	7.6812	8.8516	7.8408	8.5788	9.0903	8.2567	8.0049	8.0184	8.1846	9.1967	7.318	8.6319	7.5529	8.569	7.4756	8.655	7.6989	7.6257	8.8925	8.1121	8.3628	7.7797	8.0244	8.2312	8.1875	7.654	8.3655	7.4564	7.3933	7.2508	8.5989	8.1363	8.3995	8.1317	8.2208	8.6099	7.8655	7.7512	8.0136	7.7008	7.8944	8.7401	8.0696	8.4749	8.4065	7.4329	7.8208	7.9476	8.5613	6.9677	8.8309	8.226	8.0492	8.0562	7.7123	8.854	8.4513	8.2442	8.456	7.8182	7.5236	8.4056	8.1762	7.162	8.7053	8.2956	8.1581	8.8337	8.1622	7.6705	8.7545	7.9518	8.0446	8.121	8.7879	9.0238	8.4863	9.0914
ALKBH3	9.1245	7.558	7.9589	8.4611	8.7012	7.7078	8.3482	8.1598	8.8392	7.9889	8.8368	8.0586	8.4576	8.5803	8.4508	8.8223	8.828	8.5352	8.1424	8.0696	8.5186	8.5944	9.1761	8.9969	8.771	8.4393	7.7774	8.5926	7.9643	8.816	8.681	8.0101	8.4786	8.5679	8.6375	8.9329	8.0495	7.8611	8.5001	8.2123	7.9776	8.771	9.6556	8.1155	8.2061	8.7392	8.2644	8.4338	10.129	8.2218	7.7525	8.1322	9.7112	8.8517	7.5426	8.115	7.9567	8.4576	9.0086	7.6434	8.366	8.4421	8.9091	8.2724	8.4157	8.147	8.4534	8.1388	8.1183	8.8567	8.0096	8.557	8.3513	9.0957	8.5537	8.6549	8.7824	7.9919	7.5516	8.6446	8.6554	8.2821	8.0623	8.8864	8.1557	8.3338	9.1985	8.2343	7.6382	9.062	8.2327	8.1155	8.9572	8.895	8.6142	7.6767	8.416	8.5426	7.9889	6.8026	9.0191	8.521	8.5461	8.087	8.1789	9.2714	8.7852	8.181	8.5895	8.7275	8.5741	7.5991	7.6365	9.0508	8.2841	7.8811	8.3395	8.2604	8.3004	8.4938	8.2193	7.9048	7.4258	8.046	8.1102	8.5745	7.5214	7.9105	7.8444	8.7468	8.2853	8.4644	8.6644	8.0034	8.5689	8.8903	8.7346	8.3334	8.8967	8.6207	8.5384	8.6703	7.784	7.1212	8.784	9.0218	9.145	8.3667	9.3175	9.1876	8.6414	8.8225	8.7897	7.5919	8.8718	7.6843	8.2732	8.1524	7.7301	7.8821	8.4577	9.0656	8.3922	8.394	9.1561	8.8248	8.6329	8.3523	7.9502	8.2148	8.2557	8.0682	7.4498	8.1939	8.9839	8.1286	6.7084	8.6951	8.5902	8.1551	8.1482	8.2783	8.6389	8.8536	7.9748	9.099	6.9783	8.8477	8.1227	7.8569	8.8902	8.1017	7.1723	7.95165	8.2699	9.176	8.0802	8.8293	8.6674	8.0508	8.8226	8.5753	8.2964	8.5853	8.5567	9.1224	8.7967	8.2968	7.677	8.0137	8.7647	8.2386	8.7379	8.3818	7.8055	8.4788	9.1592	7.7756	8.9273	7.6986	8.9087	9.0613	8.5872	7.9498	8.434	9.3641	9.2246	8.3074	8.1913	8.5407	8.3607	8.5991	7.4081	8.3739	8.9535	7.9878	8.2254	8.6253	7.3442	6.2821	8.4	7.8483	8.0774	8.9234	8.0686	8.3759	8.6877	9.4988	8.6171	7.9881	8.5064	8.4327	8.4204	8.8924	8.4398	8.6908	7.9489	8.3648	8.4683	8.0983	8.2924	8.3745	8.1292	8.3902	8.3689	8.252	7.963	7.69	8.599	7.8805	8.772	9.1306	7.762	8.0403	7.8985	8.7796	7.9077	8.5719	8.739	8.4412	7.6586	9.1301	7.7523	8.3964	8.9462	9.3472	8.2183	8.3354	7.9827	8.2123	7.6755	8.6187	8.617	7.8008	8.6434	8.5198	8.6064	8.0111	8.2588	8.0984	7.6667	9.0455	7.5009	9.4107	8.6876	8.2774	9.155
ALKBH5	10.7525	10.7662	11.756	11.8378	11.2127	10.7827	10.6635	11.0475	11.5302	10.3843	10.9091	11.4017	10.813	11.185	10.6347	10.9213	11.039	11.4254	10.7301	10.6774	10.9865	10.3179	10.7199	10.8662	11.1776	11.6923	10.6559	10.9307	10.6163	11.0663	11.0708	11.3395	11.5918	11.6723	10.9653	10.9211	11.2569	10.7762	11.0457	10.8448	11.2771	10.3845	10.8065	10.8007	11.1083	11.0601	10.8822	10.6867	11.1705	10.9696	10.4131	11.0547	11.3816	11.1172	11.9398	11.1599	11.662	10.7799	11.2492	11.9587	10.7573	11.2952	10.9986	10.9038	11.1157	11.2182	10.9556	11.545	11.4528	11.0803	11.7875	11.2918	11.2535	12.155	10.9032	11.2665	11.2275	11.2978	11.6472	11.0759	11.4299	11.0334	11.3027	10.1799	11.2885	11.0932	10.455	11.5343	11.089	10.8182	10.7512	11.0047	10.744	10.8553	11.1011	10.7115	11.1527	11.1274	10.9247	10.7729	11.2847	11.2297	10.5765	12.0669	11.1844	10.8027	11.8784	11.2658	11.0624	11.3315	10.974	11.1002	11.6427	11.1563	11.2133	10.6754	11.7459	10.8443	11.6708	11.4372	11.2294	10.9126	11.497	11.7837	11.2568	10.0274	12.6309	11.2244	11.1489	10.6741	10.8406	11.6293	10.6591	11.1601	10.7223	11.9659	11.4538	10.5913	11.1326	10.9382	10.8268	11.2054	11.6862	10.9255	10.815	11.0535	11.1063	11.4104	11.2935	11.3808	11.5218	11.299	11.7447	11.3712	10.5496	10.5663	10.7173	11.1481	10.9583	11.3844	11.0442	11.2392	11.0711	11.1782	10.363	11.3793	11.4354	11.2873	10.922	11.2372	11.8665	11.3662	11.5759	10.8769	11.0831	10.4188	10.6573	11.091	10.4728	10.8512	11.0645	10.4267	11.8465	11.0692	10.6901	10.6426	11.2099	10.9231	11.0742	11.1158	10.8799	11.2862	10.9299	10.881	10.6764	11.3948	10.7436	10.8559	10.9974	11.2935	10.134	11.3752	11.9713	11.6845	10.7903	10.697	11.492	10.8432	10.437	10.7408	10.4956	11.288	11.3371	11.7701	10.983	11.1043	10.6475	11.3498	10.786	10.5662	10.7608	11.0974	10.735	11.7504	11.2096	10.6099	10.5719	11.4737	10.5072	10.7291	11.3752	11.27	10.3235	10.9977	10.8843	11.2972	11.5794	11.2673	11.0835	10.9479	11.6928	11.6967	11.3026	11.0134	11.8229	10.1283	10.9413	11.4368	11.255	11.0238	10.7045	10.8366	11.2284	11.0015	10.6989	12.0794	11.0482	11.0394	10.4659	12.5766	11.0871	11.264	11.2997	11.3758	12.0314	10.543	11.9651	11.4007	11.8594	12.0823	11.088	11.2579	11.1901	10.7381	11.3564	11.39	11.2698	10.989	10.802	11.2771	10.6568	11.4109	11.1519	10.6492	11.0001	10.6701	11.6927	11.3011	11.1394	11.2539	11.9988	10.9513	10.9311	10.5163	10.7524	11.4062	10.449	11.0762	11.2925	11.1464	10.6375	11.0326	11.0173	11.2263	11.2724	10.6184	11.1145
FTO	9.2794	10.2109	9.2212	10.775	10.6901	9.9552	9.5252	9.8755	9.8452	9.7924	10.3416	10.3241	9.4461	10.3025	9.9172	10.0196	9.0912	9.4279	8.7005	9.6232	9.5363	9.6903	10.6854	9.4534	9.3993	8.9801	10.2628	9.4687	8.9728	9.0056	9.305	9.9501	9.0327	9.3498	9.3237	9.5663	9.7645	9.6743	10.1339	9.9765	10.1536	10.2595	9.2573	10.089	10.1057	9.2708	9.4691	10.0316	9.7011	10.6868	8.7911	9.6724	9.7254	9.3177	9.9159	9.7875	9.3289	9.2876	9.2694	10.4145	9.3506	9.4264	10.368	10.8344	9.2832	10.5942	9.5535	10.4607	9.7568	9.7011	9.906	9.8149	10.3638	9.5048	8.6204	8.9741	10.0393	10.2244	10.512	9.9549	9.7246	10.3263	9.8183	8.41	10.5873	10.5759	9.4401	9.134	9.9702	9.4637	9.6855	10.0665	9.5812	9.6448	9.7669	9.5523	10.2081	9.8053	8.6562	10.4927	10.3297	9.8092	9.429	9.2144	10.1886	9.9902	9.7347	10.2126	9.2182	9.9676	10.3471	9.5961	9.7758	9.2803	9.5178	9.9239	9.3087	9.738	9.8386	10.2144	10.212	9.8228	9.8029	10.2763	9.3992	9.8872	10.5041	9.3579	9.6511	9.6672	9.8458	9.8746	9.8453	9.474	10.0082	9.9765	9.8638	9.7446	9.5579	9.65	9.4945	9.6481	10.3409	10.6621	10.3327	9.8539	9.8683	9.1124	9.7262	9.9661	9.9637	9.6383	9.3933	10.2639	8.7257	9.8033	9.4376	9.9547	8.8799	10.0322	10.0844	9.3454	10.0872	9.292	9.707	10.5912	10.6033	9.829	10.7001	10.1364	9.4376	9.7076	10.469	9.5269	10.2576	9.3235	10.1714	9.3215	9.8787	9.6808	9.361	8.5555	10.2443	10.4086	10.018	9.9131	10.2619	10.045	10.1365	9.551	10.1409	9.7514	9.7769	9.772	10.0726	9.6546	8.6281	9.3855	10.2626	10.5688	10.7282	10.0413	9.7358	9.851	9.9716	8.5028	10.1031	10.3103	9.3974	9.6403	9.0672	8.5476	9.9571	9.3175	9.1925	9.3141	8.5512	9.7803	9.8001	9.8421	9.0622	8.989	9.2631	9.5839	9.122	10.4744	9.3097	10.2849	9.0487	9.6531	9.2577	9.8994	9.9707	9.4816	9.4247	9.4159	9.9757	9.1747	10.4829	9.8714	9.1656	10.1119	10.2119	9.2697	9.2932	10.0501	9.0489	9.1416	10.0623	9.2427	9.3744	10.2699	9.542	10.6995	8.9716	9.7152	10.7767	10.1331	9.9845	10.03	10.1756	9.2401	9.4978	10.6926	9.0902	10.0416	10.1696	9.9705	9.6389	9.7336	8.5721	9.7229	9.8538	8.6655	9.5199	8.7845	9.8898	8.8831	8.9071	9.3033	9.8137	9.7506	9.8902	9.793	9.7284	9.8908	10.3842	10.1316	9.1855	9.7391	10.4245	9.8252	9.8859	10.2543	9.2964	9.7367	9.782	9.9204	10.1437	10.0399	10.076	9.8192	9.7745	9.6589	9.3296	9.3877	9.7959
HNRNPA2B1	13.2268	13.4596	13.0149	13.7866	13.4714	13.8375	13.3841	13.3055	13.7032	13.3043	13.3256	13.4987	13.6453	13.2218	13.4552	13.5668	12.9503	13.6348	12.9152	13.3085	13.5656	13.4613	14.0662	13.6479	13.6872	13.3751	13.4892	13.56	13.4066	12.9914	14.09	12.5167	14.734	13.2624	14.0574	13.2962	12.6463	13.5037	13.6875	12.9682	13.9886	12.9496	13.5528	13.3187	13.5221	13.4677	13.9131	13.376	12.956	12.8012	13.3554	13.7493	13.6031	12.7348	14.2728	13.2482	14.2226	13.5793	13.6943	12.8548	12.5032	13.5996	13.6944	12.8725	12.6017	13.3583	12.6321	13.792	13.9034	12.8564	13.3819	13.3958	12.6541	13.8689	13.372	13.8647	13.6359	13.5191	13.2433	13.4872	13.2147	13.5876	13.5224	12.2554	13.0059	13.2777	12.7985	13.0412	13.5334	12.9351	13.4125	13.0473	12.8959	13.3179	12.9316	13.1622	12.9336	13.1429	13.4927	13.5884	14.0822	13.3105	13.1764	14.3491	13.5198	13.0447	12.6907	13.7663	12.9311	13.6107	13.2526	13.8708	14.0816	13.6831	13.508	12.9534	13.4356	13.1586	13.4445	13.2632	12.949	13.6682	13.1849	13.7579	13.4021	13.4721	13.484	12.9327	13.1779	13.2526	13.3233	13.3365	13.3743	13.6588	12.8518	13.1366	13.0292	13.0275	13.1916	13.7507	12.5179	13.6604	12.9889	13.4778	12.6135	13.2055	13.3996	12.9897	13.0877	13.0289	12.6778	13.1281	14.0699	13.7497	13.1201	12.9796	13.2629	13.2936	12.5268	13.6416	13.1439	13.6241	13.7559	14.1049	12.9047	13.0489	13.5781	14.0705	13.1923	12.8012	13.0502	13.7121	13.0033	12.7478	13.2465	13.1853	12.7839	13.6727	13.2676	13.7558	13.1251	13.9642	13.8521	13.5798	13.2476	12.7877	12.9527	13.3888	13.6542	12.9943	12.2794	13.3446	13.9797	12.899	13.094	13.3651	13.4695	13.0579	13.6628	13.9235	13.5119	13.2799	13.5479	13.327	13.3011	12.8307	13.3313	13.9509	13.5265	13.4991	12.9508	13.4702	13.2183	13.1897	13.3317	13.0441	12.3672	13.6232	12.2274	13.3361	13.637	14.0795	13.7583	13.8734	13.0717	13.0859	13.2038	13.1679	13.7779	13.2663	13.5225	13.3213	12.8332	13.0816	13.2457	13.2849	13.1491	13.8246	13.2489	13.7605	12.6867	13.3559	13.1675	13.1592	12.8077	12.9279	13.1115	13.2948	12.9478	13.7114	13.2726	13.4918	13.495	12.3968	13.3341	13.6434	13.9499	12.4529	13.078	13.5307	13.8546	12.741	13.1675	13.2231	12.7413	13.7612	13.3546	13.597	14.031	13.4855	14.3004	13.8118	13.557	12.4782	13.1859	14.1597	13.3363	13.3985	13.011	13.2796	13.409	13.7861	12.7956	13.8345	14.1096	13.2084	12.8499	13.3317	13.7458	13.3785	13.6883	13.4297	13.1163	13.4569	12.7175	13.7266	12.7236	13.3195	13.2045	13.8462	13.0921	13.6658	13.5178	13.8215	12.276	13.808	13.3842
HNRNPC	12.7345	13.0973	12.2813	13.0864	13.3996	12.9473	12.3572	12.5934	12.8849	13.199	13.2336	12.818	13.0385	13.0744	13.5692	13.2046	12.8482	13.0814	12.6277	12.6572	12.7264	13.3805	13.2542	12.7474	13.2697	13.6591	12.4848	12.7012	13.0284	14.2744	12.3373	12.7746	13.6349	14.0259	13.6658	13.5979	13.8542	13.0292	12.7681	12.5793	12.7049	12.9504	13.8948	12.7785	13.2881	13.0943	13.2624	12.5554	12.8944	13.0809	13.1431	13.0329	12.9446	13.7644	14.1201	12.5947	13.078	13.1298	13.137	13.0786	13.8252	13.3787	12.4546	13.1623	12.6811	13.436	13.5963	12.6709	12.863	13.6507	13.0781	13.2868	12.5121	12.459	13.1782	13.672	12.9356	13.0636	12.4668	13.0092	12.8195	12.512	13.0927	13.8671	12.2624	13.1135	13.648	12.9762	12.8786	13.4794	13.0608	12.9178	13.8503	12.9987	12.8461	13.468	12.6218	12.68	12.4184	12.3909	13.3147	12.7683	12.9509	13.0404	12.8751	12.9687	12.9911	13.398	12.9901	12.9396	12.7591	12.5122	13.3445	13.0898	12.5384	13.5073	13.8188	13.173	13.2698	13.2827	12.9592	12.5367	13.0753	13.4204	12.6045	12.5985	12.9532	13.4601	12.5992	13.2812	13.2222	12.6945	13.2271	13.2474	12.7635	13.1747	13.95	12.774	13.2446	12.691	12.9135	12.9984	12.7169	13.5742	13.6385	12.8932	12.7648	13.4232	13.4393	13.2871	12.7578	12.5204	13.0014	12.5371	13.8427	13.8817	12.9865	13.3906	13.6159	12.7317	13.54	13.3503	12.7344	13.3562	13.7353	13.6053	12.4018	13.7861	13.1691	13.5739	12.4041	12.2919	12.6129	12.8648	13.2524	13.6871	13.3304	13.203	13.192	12.988	13.161	13.06	12.98	13.6639	13.4019	13.1599	13.1214	13.054	13.3815	12.503	14.045	13.3259	12.7968	13.0584	12.9383	12.9419	13.0177	13.1503	13.5634	13.1195	13.6822	13.0633	13.3466	13.3048	13.1441	13.2006	13.2138	13.2475	13.0147	13.2484	12.5371	13.989	12.7182	13.3956	13.2628	12.7209	13.6948	12.4252	13.2972	13.119	13.1757	13.4102	12.6376	13.6186	13.0099	13.1952	12.6274	13.1858	12.7008	13.5605	13.6309	12.6618	13.151	12.5721	12.5477	13.2827	12.9119	12.9258	13.4924	12.5189	13.4691	12.8213	12.6108	13.1702	13.2106	12.6442	13.0525	12.9477	13.3305	13.6752	12.8654	12.7074	13.6297	13.2111	13.065	13.0489	13.2435	12.564	13.0789	13.136	12.6762	13.3053	12.8992	12.8785	13.6677	13.6934	13.0696	12.747	13.153	12.755	13.1039	12.7553	12.7475	13.0557	12.4016	13.5874	12.5486	12.943	12.9735	12.9729	13.1437	12.7446	13.1462	13.8736	13.9231	13.4018	13.1277	13.3768	13.6871	13.2083	13.6049	13.1941	12.9896	13.6586	13.1964	13.3546	13.3717	13.1453	13.2847	13.0639	13.0442	13.1737	13.0641	13.6648	13.0612	12.9199	12.8191
