Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-24-1552-01	0.164658596036964	0	0.190158534276064	0.0335655359936433	0	0.140718000981085	0	0.05556171206278	0.014599920974715	0	0.00421067049214186	0.0284040316922678	0.0114770583857372	0.155115678600599	0.0186133086779718	0.138293619822559	0	0.0335771339190314	0	0.0094305724636704	0	0.00161562562077026	0	0.160226831049634	1.01155943475111
TCGA-61-1724-01	0.148392650097047	0	0.171751906562849	0.0532179517365669	0	0.119041093481405	0	0.0483514381373198	0.0217610855274328	0	0.0142948711790683	0.0335997766768623	0.03992317977629	0.107589090640325	0.036669088054851	0.147655048123355	0	0.0507722489415637	0	0	0	0.0069805710650645	0	0.258066978347197	0.972714739759023
TCGA-20-1685-01	0	0.136508262523821	0.00547463572738751	0.0404650130963117	0	0.276498951321026	0	0.0107766796928742	0.0940035673573	0	0	0	0.0756892488993221	0.0133898077946355	0.0771964350700725	0.213435961777952	0.00970835388398259	0.00850030584596656	0	0.0353582828059722	0	0.0029944942033766	0	0.276976525216352	0.971600244908344
TCGA-24-1423-01	0.102616655866593	0	0.153637196103129	0.0180755136118511	0	0.109103470710849	0	0.131700284334207	0.011205708781817	0	0	0.0720627163585465	0.0428010172271205	0.116542278183465	0.0364513233162829	0.129784676570702	0	0.0751280538639523	0	0	0	0.000891105071485153	0	0.231268049859606	0.984385338044971
TCGA-25-2398-01	0.0252083378081892	0	0.092745666596893	0.0196051994453945	0	0.260802905774597	0	0.0794301511243572	0	0	0	0.0699476109932697	0.0798718148259023	0.146733832948331	0.0544667750432581	0.144232764510188	0	0.0252876344477187	0	0.00166730648190073	0	0	0	0.255005748411313	0.980587640328293
TCGA-29-1763-01	0.128931227831258	0	0.0711960437033523	0	0	0.187909452651748	0	0.1299418350053	0	0	0	0.088161796846362	0.0426033742139718	0.0727647139281682	0.0407014030195152	0.171281458515859	0	0.0536884939839934	0	0	0	0.0128202003004728	0	0.176323288811764	1.01135401402024
TCGA-29-1703-01	0.183996406827171	0	0.144682841069812	0.021037856157487	0	0.217734574702944	0	0.0442972544982947	0.0272632907391561	0	0.0135811834850803	0.0448507988517348	0.0299226367890552	0.0284942157140274	0.0399770890851335	0.145201447539078	0.0195176611306734	0.0394427434103515	0	0	0	0	0	0.165992661639334	1.0108759245781
TCGA-10-0936-01	0.00980031729500285	0	0.178517165705179	0.157089023143367	0	0	0	0.171203627085981	0.111084261859051	0	0.015877978587627	0.0573958864780367	0.0564439246667193	0.0689856548227842	0.0469512821431989	0.0966942792445716	0	0.0299565989684814	0	0	0	0	0	0.235176798257858	0.987358856938016
TCGA-25-2409-01	0	0.0174163267041889	0.0782018752279371	0.077882408144195	0	0.133993034812933	0	0.0593599082853947	0.0584990466724257	0	0.0782910364618727	0.0260720521559734	0.109431972220263	0.046602090331716	0.0755468271722034	0.206361014924707	0	0.0296854505301727	0	0.00265695635601781	0	0	0	0.290040293673849	0.964991748681491
TCGA-30-1718-01	0.0998950407407485	0	0.115491115014914	0.0665741533124124	0	0.153364803680797	0	0.0704818152192691	0.046766207960896	0	0.00358014384362218	0.0330625438738505	0.0603230144507629	0.100333737452823	0.0414902496691506	0.138921013541102	0	0.0598847189677483	0.00983144227190368	0	0	0	0	0.29133452435425	0.960826798997923
TCGA-29-1711-01	0.00246729979922904	0	0.0665689436377208	0.0688490102861673	0	0.111888415558204	0	0.195169445979319	0.0217889090340576	0	0.0213166201747306	0.0831507651296414	0.0952157517681476	0.0480291310873492	0.055523174731061	0.127158490075409	0.0562284445862285	0.0466455981527345	0	0	0	0	0	0.337364230636735	0.944827886612872
TCGA-61-2008-01	0.108249864796239	0	0.184576987176768	0.100812874662388	0	0.135742440516788	0	0.0619518283531984	0.0314717994246926	0	0	0.0390932273459319	0.0822694716982258	0.0496338978941075	0.0316534310732302	0.148595187308834	0	0.0259489897495964	0	0	0	0	0	0.196456638825898	0.99577810484969
